,PC1,PC2
mean_speed,0.3902089723518598,0.3780000725064877
std_speed,0.39841369350752875,0.2700595565854539
p95_speed,0.39324784072139995,0.3384289423717495
mean_divergence,-0.32526906237513287,0.4033279788814122
std_divergence,0.4036721003417388,-0.11650422635050234
mean_vorticity,-0.3158156967405359,0.7018396952954931
std_vorticity,0.40727010772868266,0.028705066600399558
