,PC1,PC2
mean_speed,0.4409410514899155,0.1203007896502988
std_speed,0.44396914786571506,-0.005872404058916952
p95_speed,0.4442993882045209,0.05754090193494567
mean_divergence,0.1663214766179536,-0.6491775547110509
std_divergence,0.4162855880622035,0.250969329496885
mean_vorticity,-0.13426684409431436,0.7037395707877064
std_vorticity,0.43826513511769144,0.050157692365134274
